Running prime number generator program on 30 CPU cores
135745 5714
number of parameters: 1.69M
Adjusting learning rate of group 0 to 1.0000e-04.
At iter 10/135745, epoch 1, the losses are 105.468 (train). the base losses are 111.931 (train). The time used is 27.255s. 
At iter 54780/135745, epoch 1, the losses are 5.283 (train). the base losses are 112.005 (train). The time used is 3.332s. 
At iter 54790/135745, epoch 1, the losses are 5.228 (train). the base losses are 111.682 (train). The time used is 3.924s. 
At iter 54800/135745, epoch 1, the losses are 5.206 (train). the base losses are 111.579 (train). The time used is 2.061s. 
At iter 54800/135745, epoch 1, the losses are 5.163 (test). the base losses are 111.384 (test). 
At iter 54810/135745, epoch 1, the losses are 5.314 (train). the base losses are 111.629 (train). The time used is 12.267s. 
At iter 54820/135745, epoch 1, the losses are 5.315 (train). the base losses are 112.934 (train). The time used is 3.941s. 
At iter 54830/135745, epoch 1, the losses are 5.196 (train). the base losses are 112.123 (train). The time used is 3.925s. 
At iter 54840/135745, epoch 1, the losses are 5.354 (train). the base losses are 112.674 (train). The time used is 1.407s. 
At iter 54850/135745, epoch 1, the losses are 5.263 (train). the base losses are 111.233 (train). The time used is 5.055s. 
At iter 54850/135745, epoch 1, the losses are 5.207 (test). the base losses are 111.246 (test). 
At iter 54860/135745, epoch 1, the losses are 5.236 (train). the base losses are 111.567 (train). The time used is 9.452s. 
At iter 54870/135745, epoch 1, the losses are 5.161 (train). the base losses are 111.224 (train). The time used is 2.312s. 
At iter 54880/135745, epoch 1, the losses are 5.197 (train). the base losses are 112.150 (train). The time used is 3.618s. 
At iter 54890/135745, epoch 1, the losses are 5.225 (train). the base losses are 111.653 (train). The time used is 2.119s. 
At iter 54900/135745, epoch 1, the losses are 5.241 (train). the base losses are 111.315 (train). The time used is 2.864s. 
At iter 54900/135745, epoch 1, the losses are 5.157 (test). the base losses are 111.006 (test). 
At iter 54910/135745, epoch 1, the losses are 5.244 (train). the base losses are 111.650 (train). The time used is 8.006s. 
At iter 54920/135745, epoch 1, the losses are 5.243 (train). the base losses are 111.881 (train). The time used is 5.109s. 
At iter 54930/135745, epoch 1, the losses are 5.142 (train). the base losses are 109.966 (train). The time used is 6.826s. 
At iter 54940/135745, epoch 1, the losses are 5.290 (train). the base losses are 111.934 (train). The time used is 6.381s. 
At iter 54950/135745, epoch 1, the losses are 5.145 (train). the base losses are 110.709 (train). The time used is 7.143s. 
At iter 54950/135745, epoch 1, the losses are 5.114 (test). the base losses are 110.873 (test). 
At iter 54960/135745, epoch 1, the losses are 5.175 (train). the base losses are 112.212 (train). The time used is 9.769s. 
At iter 54970/135745, epoch 1, the losses are 5.166 (train). the base losses are 111.875 (train). The time used is 2.933s. 
At iter 54980/135745, epoch 1, the losses are 5.223 (train). the base losses are 111.671 (train). The time used is 2.890s. 
At iter 54990/135745, epoch 1, the losses are 5.308 (train). the base losses are 111.768 (train). The time used is 2.567s. 
At iter 55000/135745, epoch 1, the losses are 5.180 (train). the base losses are 112.120 (train). The time used is 5.129s. 
At iter 55000/135745, epoch 1, the losses are 5.160 (test). the base losses are 111.931 (test). 
At iter 55010/135745, epoch 1, the losses are 5.340 (train). the base losses are 111.514 (train). The time used is 13.525s. 
At iter 55020/135745, epoch 1, the losses are 5.180 (train). the base losses are 111.366 (train). The time used is 0.829s. 
At iter 55030/135745, epoch 1, the losses are 5.237 (train). the base losses are 111.611 (train). The time used is 4.817s. 
At iter 55040/135745, epoch 1, the losses are 5.136 (train). the base losses are 110.526 (train). The time used is 1.210s. 
At iter 55050/135745, epoch 1, the losses are 5.264 (train). the base losses are 112.268 (train). The time used is 3.204s. 
At iter 55050/135745, epoch 1, the losses are 5.217 (test). the base losses are 112.052 (test). 
At iter 55060/135745, epoch 1, the losses are 5.294 (train). the base losses are 112.132 (train). The time used is 14.199s. 
At iter 55070/135745, epoch 1, the losses are 5.229 (train). the base losses are 111.218 (train). The time used is 4.675s. 
At iter 55080/135745, epoch 1, the losses are 5.369 (train). the base losses are 112.428 (train). The time used is 3.646s. 
At iter 55090/135745, epoch 1, the losses are 5.220 (train). the base losses are 112.061 (train). The time used is 4.317s. 
At iter 55100/135745, epoch 1, the losses are 5.153 (train). the base losses are 110.656 (train). The time used is 7.948s. 
At iter 55100/135745, epoch 1, the losses are 5.188 (test). the base losses are 112.213 (test). 
At iter 55110/135745, epoch 1, the losses are 5.266 (train). the base losses are 112.105 (train). The time used is 11.527s. 
At iter 55120/135745, epoch 1, the losses are 5.113 (train). the base losses are 110.449 (train). The time used is 2.565s. 
At iter 55130/135745, epoch 1, the losses are 5.138 (train). the base losses are 111.227 (train). The time used is 4.462s. 
At iter 55140/135745, epoch 1, the losses are 5.166 (train). the base losses are 111.369 (train). The time used is 6.027s. 
At iter 55150/135745, epoch 1, the losses are 5.300 (train). the base losses are 111.540 (train). The time used is 1.992s. 
At iter 55150/135745, epoch 1, the losses are 5.139 (test). the base losses are 111.545 (test). 
At iter 55160/135745, epoch 1, the losses are 5.230 (train). the base losses are 110.978 (train). The time used is 16.822s. 
At iter 55170/135745, epoch 1, the losses are 5.180 (train). the base losses are 111.901 (train). The time used is 2.546s. 
At iter 55180/135745, epoch 1, the losses are 5.157 (train). the base losses are 111.052 (train). The time used is 0.682s. 
At iter 55190/135745, epoch 1, the losses are 5.316 (train). the base losses are 111.887 (train). The time used is 2.895s. 
At iter 55200/135745, epoch 1, the losses are 5.153 (train). the base losses are 111.265 (train). The time used is 3.185s. 
At iter 55200/135745, epoch 1, the losses are 5.163 (test). the base losses are 111.453 (test). 
At iter 55210/135745, epoch 1, the losses are 5.196 (train). the base losses are 112.236 (train). The time used is 11.093s. 
At iter 55220/135745, epoch 1, the losses are 5.153 (train). the base losses are 110.884 (train). The time used is 1.827s. 
At iter 55230/135745, epoch 1, the losses are 5.180 (train). the base losses are 112.120 (train). The time used is 1.614s. 
At iter 55240/135745, epoch 1, the losses are 5.291 (train). the base losses are 112.061 (train). The time used is 2.064s. 
At iter 55250/135745, epoch 1, the losses are 5.163 (train). the base losses are 111.422 (train). The time used is 2.249s. 
At iter 55250/135745, epoch 1, the losses are 5.196 (test). the base losses are 111.847 (test). 
At iter 55260/135745, epoch 1, the losses are 5.212 (train). the base losses are 112.431 (train). The time used is 23.265s. 
At iter 55270/135745, epoch 1, the losses are 5.206 (train). the base losses are 112.014 (train). The time used is 3.405s. 
At iter 55280/135745, epoch 1, the losses are 5.269 (train). the base losses are 112.191 (train). The time used is 2.587s. 
At iter 55290/135745, epoch 1, the losses are 5.205 (train). the base losses are 112.156 (train). The time used is 2.081s. 
At iter 55300/135745, epoch 1, the losses are 5.234 (train). the base losses are 112.478 (train). The time used is 1.264s. 
At iter 55300/135745, epoch 1, the losses are 5.231 (test). the base losses are 111.567 (test). 
At iter 55310/135745, epoch 1, the losses are 5.222 (train). the base losses are 111.224 (train). The time used is 7.139s. 
At iter 55320/135745, epoch 1, the losses are 5.308 (train). the base losses are 111.789 (train). The time used is 2.545s. 
At iter 55330/135745, epoch 1, the losses are 5.243 (train). the base losses are 111.490 (train). The time used is 6.112s. 
At iter 55340/135745, epoch 1, the losses are 5.281 (train). the base losses are 112.239 (train). The time used is 2.340s. 
At iter 55350/135745, epoch 1, the losses are 5.108 (train). the base losses are 111.265 (train). The time used is 6.280s. 
At iter 55350/135745, epoch 1, the losses are 5.165 (test). the base losses are 111.283 (test). 
At iter 55360/135745, epoch 1, the losses are 5.251 (train). the base losses are 111.635 (train). The time used is 12.662s. 
At iter 55370/135745, epoch 1, the losses are 5.191 (train). the base losses are 110.999 (train). The time used is 2.900s. 
At iter 55380/135745, epoch 1, the losses are 5.199 (train). the base losses are 111.239 (train). The time used is 2.767s. 
At iter 55390/135745, epoch 1, the losses are 5.322 (train). the base losses are 112.534 (train). The time used is 3.113s. 
At iter 55400/135745, epoch 1, the losses are 5.156 (train). the base losses are 111.301 (train). The time used is 2.168s. 
At iter 55400/135745, epoch 1, the losses are 5.143 (test). the base losses are 111.673 (test). 
At iter 55410/135745, epoch 1, the losses are 5.036 (train). the base losses are 111.682 (train). The time used is 11.995s. 
At iter 55420/135745, epoch 1, the losses are 5.157 (train). the base losses are 112.387 (train). The time used is 4.379s. 
At iter 55430/135745, epoch 1, the losses are 5.217 (train). the base losses are 111.209 (train). The time used is 5.830s. 
At iter 55440/135745, epoch 1, the losses are 5.152 (train). the base losses are 110.694 (train). The time used is 2.247s. 
At iter 55450/135745, epoch 1, the losses are 5.148 (train). the base losses are 110.641 (train). The time used is 7.024s. 
At iter 55450/135745, epoch 1, the losses are 5.171 (test). the base losses are 111.986 (test). 
At iter 55460/135745, epoch 1, the losses are 5.201 (train). the base losses are 112.011 (train). The time used is 10.222s. 
At iter 55470/135745, epoch 1, the losses are 5.128 (train). the base losses are 111.481 (train). The time used is 4.176s. 
At iter 55480/135745, epoch 1, the losses are 5.137 (train). the base losses are 110.824 (train). The time used is 3.596s. 
At iter 55490/135745, epoch 1, the losses are 5.249 (train). the base losses are 111.963 (train). The time used is 1.560s. 
At iter 55500/135745, epoch 1, the losses are 5.195 (train). the base losses are 112.375 (train). The time used is 3.786s. 
At iter 55500/135745, epoch 1, the losses are 5.150 (test). the base losses are 111.293 (test). 
At iter 55510/135745, epoch 1, the losses are 5.230 (train). the base losses are 111.996 (train). The time used is 7.269s. 
At iter 55520/135745, epoch 1, the losses are 5.336 (train). the base losses are 111.656 (train). The time used is 3.776s. 
At iter 55530/135745, epoch 1, the losses are 5.348 (train). the base losses are 111.901 (train). The time used is 3.969s. 
At iter 55540/135745, epoch 1, the losses are 5.261 (train). the base losses are 111.863 (train). The time used is 3.554s. 
At iter 55550/135745, epoch 1, the losses are 5.278 (train). the base losses are 112.141 (train). The time used is 3.448s. 
At iter 55550/135745, epoch 1, the losses are 5.226 (test). the base losses are 111.821 (test). 
At iter 55560/135745, epoch 1, the losses are 5.260 (train). the base losses are 111.623 (train). The time used is 8.324s. 
At iter 55570/135745, epoch 1, the losses are 5.274 (train). the base losses are 112.209 (train). The time used is 1.796s. 
At iter 55580/135745, epoch 1, the losses are 5.130 (train). the base losses are 110.884 (train). The time used is 4.272s. 
At iter 55590/135745, epoch 1, the losses are 5.304 (train). the base losses are 111.188 (train). The time used is 4.026s. 
At iter 55600/135745, epoch 1, the losses are 5.313 (train). the base losses are 110.665 (train). The time used is 3.479s. 
At iter 55600/135745, epoch 1, the losses are 5.243 (test). the base losses are 111.725 (test). 
At iter 55610/135745, epoch 1, the losses are 5.255 (train). the base losses are 112.280 (train). The time used is 7.553s. 
At iter 55620/135745, epoch 1, the losses are 5.315 (train). the base losses are 111.221 (train). The time used is 2.960s. 
At iter 55630/135745, epoch 1, the losses are 5.299 (train). the base losses are 112.147 (train). The time used is 6.126s. 
At iter 55640/135745, epoch 1, the losses are 5.257 (train). the base losses are 111.253 (train). The time used is 5.782s. 
At iter 55650/135745, epoch 1, the losses are 5.255 (train). the base losses are 111.156 (train). The time used is 5.689s. 
At iter 55650/135745, epoch 1, the losses are 5.251 (test). the base losses are 111.023 (test). 
At iter 55660/135745, epoch 1, the losses are 5.214 (train). the base losses are 112.313 (train). The time used is 7.318s. 
At iter 55670/135745, epoch 1, the losses are 5.214 (train). the base losses are 111.969 (train). The time used is 2.496s. 
At iter 55680/135745, epoch 1, the losses are 5.373 (train). the base losses are 112.188 (train). The time used is 1.509s. 
At iter 55690/135745, epoch 1, the losses are 5.239 (train). the base losses are 111.878 (train). The time used is 5.256s. 
At iter 55700/135745, epoch 1, the losses are 5.262 (train). the base losses are 111.339 (train). The time used is 4.998s. 
At iter 55700/135745, epoch 1, the losses are 5.155 (test). the base losses are 111.855 (test). 
At iter 55710/135745, epoch 1, the losses are 5.207 (train). the base losses are 110.860 (train). The time used is 16.149s. 
At iter 55720/135745, epoch 1, the losses are 5.116 (train). the base losses are 111.407 (train). The time used is 1.103s. 
At iter 55730/135745, epoch 1, the losses are 5.237 (train). the base losses are 110.262 (train). The time used is 4.168s. 
At iter 55740/135745, epoch 1, the losses are 5.102 (train). the base losses are 110.156 (train). The time used is 2.645s. 
At iter 55750/135745, epoch 1, the losses are 5.109 (train). the base losses are 111.031 (train). The time used is 2.010s. 
At iter 55750/135745, epoch 1, the losses are 5.258 (test). the base losses are 111.938 (test). 
At iter 55760/135745, epoch 1, the losses are 5.250 (train). the base losses are 111.469 (train). The time used is 8.700s. 
At iter 55770/135745, epoch 1, the losses are 5.191 (train). the base losses are 111.742 (train). The time used is 3.561s. 
At iter 55780/135745, epoch 1, the losses are 5.224 (train). the base losses are 111.561 (train). The time used is 4.485s. 
At iter 55790/135745, epoch 1, the losses are 5.170 (train). the base losses are 111.768 (train). The time used is 5.952s. 
At iter 55800/135745, epoch 1, the losses are 5.289 (train). the base losses are 111.543 (train). The time used is 2.290s. 
At iter 55800/135745, epoch 1, the losses are 5.160 (test). the base losses are 111.074 (test). 
At iter 55810/135745, epoch 1, the losses are 5.156 (train). the base losses are 111.650 (train). The time used is 13.977s. 
At iter 55820/135745, epoch 1, the losses are 5.262 (train). the base losses are 111.810 (train). The time used is 2.469s. 
At iter 55830/135745, epoch 1, the losses are 5.270 (train). the base losses are 111.857 (train). The time used is 3.578s. 
At iter 55840/135745, epoch 1, the losses are 5.250 (train). the base losses are 112.017 (train). The time used is 4.019s. 
At iter 55850/135745, epoch 1, the losses are 5.208 (train). the base losses are 111.046 (train). The time used is 1.532s. 
At iter 55850/135745, epoch 1, the losses are 5.208 (test). the base losses are 112.193 (test). 
At iter 55860/135745, epoch 1, the losses are 5.215 (train). the base losses are 111.108 (train). The time used is 9.848s. 
At iter 55870/135745, epoch 1, the losses are 5.314 (train). the base losses are 112.100 (train). The time used is 2.327s. 
At iter 55880/135745, epoch 1, the losses are 5.128 (train). the base losses are 110.744 (train). The time used is 3.905s. 
At iter 55890/135745, epoch 1, the losses are 5.194 (train). the base losses are 111.697 (train). The time used is 0.711s. 
At iter 55900/135745, epoch 1, the losses are 5.132 (train). the base losses are 111.313 (train). The time used is 1.241s. 
At iter 55900/135745, epoch 1, the losses are 5.232 (test). the base losses are 111.642 (test). 
At iter 55910/135745, epoch 1, the losses are 5.312 (train). the base losses are 111.969 (train). The time used is 10.680s. 
At iter 55920/135745, epoch 1, the losses are 5.128 (train). the base losses are 111.650 (train). The time used is 4.704s. 
At iter 55930/135745, epoch 1, the losses are 5.195 (train). the base losses are 111.159 (train). The time used is 3.052s. 
At iter 55940/135745, epoch 1, the losses are 5.228 (train). the base losses are 111.375 (train). The time used is 5.117s. 
At iter 55950/135745, epoch 1, the losses are 5.201 (train). the base losses are 111.289 (train). The time used is 3.727s. 
At iter 55950/135745, epoch 1, the losses are 5.185 (test). the base losses are 111.055 (test). 
At iter 55960/135745, epoch 1, the losses are 5.253 (train). the base losses are 111.552 (train). The time used is 10.860s. 
At iter 55970/135745, epoch 1, the losses are 5.135 (train). the base losses are 110.963 (train). The time used is 3.818s. 
At iter 55980/135745, epoch 1, the losses are 5.179 (train). the base losses are 111.617 (train). The time used is 3.656s. 
At iter 55990/135745, epoch 1, the losses are 5.319 (train). the base losses are 111.878 (train). The time used is 3.644s. 
At iter 56000/135745, epoch 1, the losses are 5.163 (train). the base losses are 111.614 (train). The time used is 5.391s. 
At iter 56000/135745, epoch 1, the losses are 5.267 (test). the base losses are 110.311 (test). 
At iter 56010/135745, epoch 1, the losses are 5.209 (train). the base losses are 111.304 (train). The time used is 13.802s. 
At iter 56020/135745, epoch 1, the losses are 5.345 (train). the base losses are 112.354 (train). The time used is 3.722s. 
At iter 56030/135745, epoch 1, the losses are 5.213 (train). the base losses are 110.842 (train). The time used is 1.781s. 
At iter 56040/135745, epoch 1, the losses are 5.197 (train). the base losses are 111.191 (train). The time used is 6.196s. 
At iter 56050/135745, epoch 1, the losses are 5.234 (train). the base losses are 111.709 (train). The time used is 1.919s. 
At iter 56050/135745, epoch 1, the losses are 5.213 (test). the base losses are 112.165 (test). 
At iter 56060/135745, epoch 1, the losses are 5.173 (train). the base losses are 111.969 (train). The time used is 8.501s. 
At iter 56070/135745, epoch 1, the losses are 5.140 (train). the base losses are 110.863 (train). The time used is 2.568s. 
At iter 56080/135745, epoch 1, the losses are 5.199 (train). the base losses are 111.801 (train). The time used is 2.127s. 
At iter 56090/135745, epoch 1, the losses are 5.286 (train). the base losses are 111.869 (train). The time used is 5.115s. 
At iter 56100/135745, epoch 1, the losses are 5.144 (train). the base losses are 111.132 (train). The time used is 2.486s. 
At iter 56100/135745, epoch 1, the losses are 5.222 (test). the base losses are 111.267 (test). 
At iter 56110/135745, epoch 1, the losses are 5.202 (train). the base losses are 111.123 (train). The time used is 14.050s. 
At iter 56120/135745, epoch 1, the losses are 5.308 (train). the base losses are 111.511 (train). The time used is 2.082s. 
At iter 56130/135745, epoch 1, the losses are 5.231 (train). the base losses are 112.144 (train). The time used is 3.626s. 
At iter 56140/135745, epoch 1, the losses are 5.188 (train). the base losses are 111.389 (train). The time used is 1.856s. 
At iter 56150/135745, epoch 1, the losses are 5.160 (train). the base losses are 110.614 (train). The time used is 3.402s. 
At iter 56150/135745, epoch 1, the losses are 5.260 (test). the base losses are 111.589 (test). 
At iter 56160/135745, epoch 1, the losses are 5.269 (train). the base losses are 111.659 (train). The time used is 16.042s. 
At iter 56170/135745, epoch 1, the losses are 5.223 (train). the base losses are 111.594 (train). The time used is 1.473s. 
At iter 56180/135745, epoch 1, the losses are 5.302 (train). the base losses are 112.460 (train). The time used is 0.932s. 
At iter 56190/135745, epoch 1, the losses are 5.215 (train). the base losses are 111.493 (train). The time used is 3.710s. 
At iter 56200/135745, epoch 1, the losses are 5.240 (train). the base losses are 111.771 (train). The time used is 2.544s. 
At iter 56200/135745, epoch 1, the losses are 5.153 (test). the base losses are 111.974 (test). 
At iter 56210/135745, epoch 1, the losses are 5.214 (train). the base losses are 111.543 (train). The time used is 11.480s. 
At iter 56220/135745, epoch 1, the losses are 5.185 (train). the base losses are 111.165 (train). The time used is 4.004s. 
At iter 56230/135745, epoch 1, the losses are 5.145 (train). the base losses are 111.821 (train). The time used is 3.348s. 
At iter 56240/135745, epoch 1, the losses are 5.313 (train). the base losses are 112.215 (train). The time used is 1.854s. 
At iter 56250/135745, epoch 1, the losses are 5.157 (train). the base losses are 110.156 (train). The time used is 5.187s. 
At iter 56250/135745, epoch 1, the losses are 5.248 (test). the base losses are 111.500 (test). 
At iter 56260/135745, epoch 1, the losses are 5.269 (train). the base losses are 111.392 (train). The time used is 7.995s. 
At iter 56270/135745, epoch 1, the losses are 5.252 (train). the base losses are 110.774 (train). The time used is 6.260s. 
At iter 56280/135745, epoch 1, the losses are 5.269 (train). the base losses are 110.931 (train). The time used is 1.944s. 
At iter 56290/135745, epoch 1, the losses are 5.311 (train). the base losses are 111.848 (train). The time used is 3.868s. 
At iter 56300/135745, epoch 1, the losses are 5.175 (train). the base losses are 111.608 (train). The time used is 1.141s. 
At iter 56300/135745, epoch 1, the losses are 5.224 (test). the base losses are 111.135 (test). 
At iter 56310/135745, epoch 1, the losses are 5.116 (train). the base losses are 110.369 (train). The time used is 6.244s. 
At iter 56320/135745, epoch 1, the losses are 5.126 (train). the base losses are 111.372 (train). The time used is 2.736s. 
At iter 56330/135745, epoch 1, the losses are 5.202 (train). the base losses are 111.327 (train). The time used is 3.707s. 
At iter 56340/135745, epoch 1, the losses are 5.103 (train). the base losses are 110.585 (train). The time used is 3.390s. 
At iter 56350/135745, epoch 1, the losses are 5.238 (train). the base losses are 112.715 (train). The time used is 2.991s. 
At iter 56350/135745, epoch 1, the losses are 5.241 (test). the base losses are 111.529 (test). 
At iter 56360/135745, epoch 1, the losses are 5.298 (train). the base losses are 111.357 (train). The time used is 9.145s. 
At iter 56370/135745, epoch 1, the losses are 5.271 (train). the base losses are 111.768 (train). The time used is 4.266s. 
At iter 56380/135745, epoch 1, the losses are 5.190 (train). the base losses are 110.383 (train). The time used is 2.481s. 
At iter 56390/135745, epoch 1, the losses are 5.212 (train). the base losses are 111.552 (train). The time used is 4.086s. 
At iter 56400/135745, epoch 1, the losses are 5.193 (train). the base losses are 111.315 (train). The time used is 2.720s. 
At iter 56400/135745, epoch 1, the losses are 5.220 (test). the base losses are 111.767 (test). 
At iter 56410/135745, epoch 1, the losses are 5.120 (train). the base losses are 110.295 (train). The time used is 8.422s. 
At iter 56420/135745, epoch 1, the losses are 5.171 (train). the base losses are 111.197 (train). The time used is 1.494s. 
At iter 56430/135745, epoch 1, the losses are 5.241 (train). the base losses are 112.215 (train). The time used is 2.846s. 
At iter 56440/135745, epoch 1, the losses are 5.208 (train). the base losses are 111.712 (train). The time used is 1.805s. 
At iter 56450/135745, epoch 1, the losses are 5.159 (train). the base losses are 111.520 (train). The time used is 6.438s. 
At iter 56450/135745, epoch 1, the losses are 5.132 (test). the base losses are 111.858 (test). 
At iter 56460/135745, epoch 1, the losses are 5.309 (train). the base losses are 112.614 (train). The time used is 13.115s. 
At iter 56470/135745, epoch 1, the losses are 5.202 (train). the base losses are 110.381 (train). The time used is 6.037s. 
At iter 56480/135745, epoch 1, the losses are 5.233 (train). the base losses are 111.135 (train). The time used is 1.161s. 
At iter 56490/135745, epoch 1, the losses are 5.244 (train). the base losses are 111.821 (train). The time used is 1.541s. 
At iter 56500/135745, epoch 1, the losses are 5.269 (train). the base losses are 112.230 (train). The time used is 1.443s. 
At iter 56500/135745, epoch 1, the losses are 5.207 (test). the base losses are 112.517 (test). 
At iter 56510/135745, epoch 1, the losses are 5.249 (train). the base losses are 111.431 (train). The time used is 12.319s. 
At iter 56520/135745, epoch 1, the losses are 5.372 (train). the base losses are 111.756 (train). The time used is 4.160s. 
At iter 56530/135745, epoch 1, the losses are 5.203 (train). the base losses are 111.386 (train). The time used is 3.404s. 
At iter 56540/135745, epoch 1, the losses are 5.184 (train). the base losses are 111.099 (train). The time used is 3.458s. 
At iter 56550/135745, epoch 1, the losses are 5.278 (train). the base losses are 110.162 (train). The time used is 3.242s. 
At iter 56550/135745, epoch 1, the losses are 5.231 (test). the base losses are 111.654 (test). 
At iter 56560/135745, epoch 1, the losses are 5.282 (train). the base losses are 111.668 (train). The time used is 12.785s. 
At iter 56570/135745, epoch 1, the losses are 5.240 (train). the base losses are 111.668 (train). The time used is 4.686s. 
At iter 56580/135745, epoch 1, the losses are 5.252 (train). the base losses are 112.259 (train). The time used is 3.077s. 
At iter 56590/135745, epoch 1, the losses are 5.354 (train). the base losses are 112.733 (train). The time used is 2.629s. 
At iter 56600/135745, epoch 1, the losses are 5.169 (train). the base losses are 112.555 (train). The time used is 7.004s. 
At iter 56600/135745, epoch 1, the losses are 5.241 (test). the base losses are 111.441 (test). 
At iter 56610/135745, epoch 1, the losses are 5.251 (train). the base losses are 110.952 (train). The time used is 9.509s. 
At iter 56620/135745, epoch 1, the losses are 5.291 (train). the base losses are 111.682 (train). The time used is 4.744s. 
At iter 56630/135745, epoch 1, the losses are 5.241 (train). the base losses are 111.250 (train). The time used is 2.300s. 
At iter 56640/135745, epoch 1, the losses are 5.331 (train). the base losses are 112.333 (train). The time used is 2.107s. 
At iter 56650/135745, epoch 1, the losses are 5.257 (train). the base losses are 111.780 (train). The time used is 2.377s. 
At iter 56650/135745, epoch 1, the losses are 5.170 (test). the base losses are 111.632 (test). 
At iter 56660/135745, epoch 1, the losses are 5.193 (train). the base losses are 111.289 (train). The time used is 14.424s. 
At iter 56670/135745, epoch 1, the losses are 5.136 (train). the base losses are 109.984 (train). The time used is 1.968s. 
At iter 56680/135745, epoch 1, the losses are 5.207 (train). the base losses are 110.727 (train). The time used is 6.049s. 
At iter 56690/135745, epoch 1, the losses are 5.234 (train). the base losses are 112.336 (train). The time used is 5.046s. 
At iter 56700/135745, epoch 1, the losses are 5.285 (train). the base losses are 110.851 (train). The time used is 4.683s. 
At iter 56700/135745, epoch 1, the losses are 5.167 (test). the base losses are 111.330 (test). 
At iter 56710/135745, epoch 1, the losses are 5.183 (train). the base losses are 110.886 (train). The time used is 14.787s. 
At iter 56720/135745, epoch 1, the losses are 5.158 (train). the base losses are 111.543 (train). The time used is 3.559s. 
At iter 56730/135745, epoch 1, the losses are 5.249 (train). the base losses are 111.351 (train). The time used is 3.104s. 
At iter 56740/135745, epoch 1, the losses are 5.205 (train). the base losses are 111.514 (train). The time used is 3.934s. 
At iter 56750/135745, epoch 1, the losses are 5.109 (train). the base losses are 111.807 (train). The time used is 5.052s. 
At iter 56750/135745, epoch 1, the losses are 5.293 (test). the base losses are 111.934 (test). 
At iter 56760/135745, epoch 1, the losses are 5.234 (train). the base losses are 111.789 (train). The time used is 9.832s. 
At iter 56770/135745, epoch 1, the losses are 5.158 (train). the base losses are 109.931 (train). The time used is 3.735s. 
At iter 56780/135745, epoch 1, the losses are 5.301 (train). the base losses are 112.626 (train). The time used is 0.877s. 
At iter 56790/135745, epoch 1, the losses are 5.268 (train). the base losses are 111.188 (train). The time used is 6.237s. 
At iter 56800/135745, epoch 1, the losses are 5.149 (train). the base losses are 111.733 (train). The time used is 4.205s. 
At iter 56800/135745, epoch 1, the losses are 5.196 (test). the base losses are 111.690 (test). 
At iter 56810/135745, epoch 1, the losses are 5.319 (train). the base losses are 111.410 (train). The time used is 10.960s. 
At iter 56820/135745, epoch 1, the losses are 5.280 (train). the base losses are 112.147 (train). The time used is 1.685s. 
At iter 56830/135745, epoch 1, the losses are 5.233 (train). the base losses are 110.662 (train). The time used is 4.814s. 
At iter 56840/135745, epoch 1, the losses are 5.233 (train). the base losses are 111.848 (train). The time used is 4.309s. 
At iter 56850/135745, epoch 1, the losses are 5.309 (train). the base losses are 112.058 (train). The time used is 2.817s. 
At iter 56850/135745, epoch 1, the losses are 5.196 (test). the base losses are 112.240 (test). 
At iter 56860/135745, epoch 1, the losses are 5.205 (train). the base losses are 112.185 (train). The time used is 10.334s. 
At iter 56870/135745, epoch 1, the losses are 5.147 (train). the base losses are 111.724 (train). The time used is 4.163s. 
At iter 56880/135745, epoch 1, the losses are 5.275 (train). the base losses are 112.256 (train). The time used is 2.932s. 
At iter 56890/135745, epoch 1, the losses are 5.297 (train). the base losses are 111.969 (train). The time used is 3.091s. 
At iter 56900/135745, epoch 1, the losses are 5.241 (train). the base losses are 110.233 (train). The time used is 3.760s. 
At iter 56900/135745, epoch 1, the losses are 5.118 (test). the base losses are 111.270 (test). 
At iter 56910/135745, epoch 1, the losses are 5.208 (train). the base losses are 111.147 (train). The time used is 9.490s. 
At iter 56920/135745, epoch 1, the losses are 5.175 (train). the base losses are 111.816 (train). The time used is 3.771s. 
At iter 56930/135745, epoch 1, the losses are 5.192 (train). the base losses are 111.037 (train). The time used is 3.636s. 
At iter 56940/135745, epoch 1, the losses are 5.193 (train). the base losses are 110.904 (train). The time used is 1.286s. 
At iter 56950/135745, epoch 1, the losses are 5.246 (train). the base losses are 111.298 (train). The time used is 1.721s. 
At iter 56950/135745, epoch 1, the losses are 5.153 (test). the base losses are 111.855 (test). 
At iter 56960/135745, epoch 1, the losses are 5.215 (train). the base losses are 111.682 (train). The time used is 8.127s. 
At iter 56970/135745, epoch 1, the losses are 5.182 (train). the base losses are 112.209 (train). The time used is 2.491s. 
At iter 56980/135745, epoch 1, the losses are 5.146 (train). the base losses are 111.511 (train). The time used is 3.590s. 
At iter 56990/135745, epoch 1, the losses are 5.308 (train). the base losses are 112.194 (train). The time used is 0.868s. 
At iter 57000/135745, epoch 1, the losses are 5.163 (train). the base losses are 111.395 (train). The time used is 5.564s. 
At iter 57000/135745, epoch 1, the losses are 5.193 (test). the base losses are 111.733 (test). 
At iter 57010/135745, epoch 1, the losses are 5.185 (train). the base losses are 111.798 (train). The time used is 5.876s. 
At iter 57020/135745, epoch 1, the losses are 5.171 (train). the base losses are 112.540 (train). The time used is 4.065s. 
