Running prime number generator program on 30 CPU cores
65582 11047
number of parameters: 1.69M
Adjusting learning rate of group 0 to 1.0000e-04.
At iter 10/65582, epoch 1, the losses are 61.206 (train). the base losses are 103.626 (train). The time used is 14.209s. 
At iter 6180/65582, epoch 1, the losses are 4.210 (train). the base losses are 104.874 (train). The time used is 11.236s. 
At iter 6190/65582, epoch 1, the losses are 4.227 (train). the base losses are 103.012 (train). The time used is 11.290s. 
At iter 6200/65582, epoch 1, the losses are 4.221 (train). the base losses are 103.450 (train). The time used is 10.043s. 
At iter 6200/65582, epoch 1, the losses are 4.242 (test). the base losses are 103.892 (test). 
At iter 6210/65582, epoch 1, the losses are 4.207 (train). the base losses are 104.479 (train). The time used is 23.406s. 
At iter 6220/65582, epoch 1, the losses are 4.226 (train). the base losses are 102.814 (train). The time used is 10.918s. 
At iter 6230/65582, epoch 1, the losses are 4.227 (train). the base losses are 103.710 (train). The time used is 16.448s. 
At iter 6240/65582, epoch 1, the losses are 4.267 (train). the base losses are 103.499 (train). The time used is 12.463s. 
At iter 6250/65582, epoch 1, the losses are 4.254 (train). the base losses are 103.254 (train). The time used is 8.656s. 
At iter 6250/65582, epoch 1, the losses are 4.318 (test). the base losses are 102.605 (test). 
At iter 6260/65582, epoch 1, the losses are 4.145 (train). the base losses are 103.803 (train). The time used is 19.621s. 
At iter 6270/65582, epoch 1, the losses are 4.230 (train). the base losses are 103.959 (train). The time used is 14.188s. 
At iter 6280/65582, epoch 1, the losses are 4.179 (train). the base losses are 102.948 (train). The time used is 15.512s. 
At iter 6290/65582, epoch 1, the losses are 4.239 (train). the base losses are 103.142 (train). The time used is 12.213s. 
At iter 6300/65582, epoch 1, the losses are 4.234 (train). the base losses are 103.149 (train). The time used is 8.297s. 
At iter 6300/65582, epoch 1, the losses are 4.237 (test). the base losses are 104.173 (test). 
At iter 6310/65582, epoch 1, the losses are 4.262 (train). the base losses are 102.649 (train). The time used is 18.385s. 
At iter 6320/65582, epoch 1, the losses are 4.254 (train). the base losses are 103.388 (train). The time used is 17.642s. 
At iter 6330/65582, epoch 1, the losses are 4.255 (train). the base losses are 104.101 (train). The time used is 18.827s. 
At iter 6340/65582, epoch 1, the losses are 4.224 (train). the base losses are 103.723 (train). The time used is 6.949s. 
At iter 6350/65582, epoch 1, the losses are 4.215 (train). the base losses are 103.081 (train). The time used is 7.796s. 
At iter 6350/65582, epoch 1, the losses are 4.231 (test). the base losses are 103.203 (test). 
At iter 6360/65582, epoch 1, the losses are 4.227 (train). the base losses are 102.757 (train). The time used is 21.245s. 
At iter 6370/65582, epoch 1, the losses are 4.236 (train). the base losses are 104.249 (train). The time used is 9.946s. 
At iter 6380/65582, epoch 1, the losses are 4.235 (train). the base losses are 101.413 (train). The time used is 12.749s. 
At iter 6390/65582, epoch 1, the losses are 4.194 (train). the base losses are 104.607 (train). The time used is 18.484s. 
At iter 6400/65582, epoch 1, the losses are 4.233 (train). the base losses are 103.138 (train). The time used is 15.233s. 
At iter 6400/65582, epoch 1, the losses are 4.288 (test). the base losses are 103.789 (test). 
At iter 6410/65582, epoch 1, the losses are 4.249 (train). the base losses are 103.232 (train). The time used is 20.818s. 
At iter 6420/65582, epoch 1, the losses are 4.247 (train). the base losses are 103.246 (train). The time used is 16.411s. 
At iter 6430/65582, epoch 1, the losses are 4.200 (train). the base losses are 103.325 (train). The time used is 8.065s. 
At iter 6440/65582, epoch 1, the losses are 4.237 (train). the base losses are 102.598 (train). The time used is 15.080s. 
At iter 6450/65582, epoch 1, the losses are 4.189 (train). the base losses are 103.083 (train). The time used is 14.020s. 
At iter 6450/65582, epoch 1, the losses are 4.268 (test). the base losses are 103.306 (test). 
At iter 6460/65582, epoch 1, the losses are 4.255 (train). the base losses are 104.434 (train). The time used is 23.358s. 
At iter 6470/65582, epoch 1, the losses are 4.268 (train). the base losses are 103.238 (train). The time used is 18.103s. 
At iter 6480/65582, epoch 1, the losses are 4.203 (train). the base losses are 103.979 (train). The time used is 14.304s. 
At iter 6490/65582, epoch 1, the losses are 4.209 (train). the base losses are 103.678 (train). The time used is 13.019s. 
At iter 6500/65582, epoch 1, the losses are 4.247 (train). the base losses are 104.638 (train). The time used is 15.325s. 
At iter 6500/65582, epoch 1, the losses are 4.281 (test). the base losses are 103.093 (test). 
At iter 6510/65582, epoch 1, the losses are 4.211 (train). the base losses are 102.991 (train). The time used is 24.294s. 
At iter 6520/65582, epoch 1, the losses are 4.245 (train). the base losses are 102.891 (train). The time used is 15.082s. 
At iter 6530/65582, epoch 1, the losses are 4.181 (train). the base losses are 102.318 (train). The time used is 15.058s. 
At iter 6540/65582, epoch 1, the losses are 4.199 (train). the base losses are 104.367 (train). The time used is 15.467s. 
At iter 6550/65582, epoch 1, the losses are 4.324 (train). the base losses are 102.768 (train). The time used is 9.518s. 
At iter 6550/65582, epoch 1, the losses are 4.219 (test). the base losses are 105.173 (test). 
At iter 6560/65582, epoch 1, the losses are 4.215 (train). the base losses are 104.654 (train). The time used is 25.819s. 
At iter 6570/65582, epoch 1, the losses are 4.230 (train). the base losses are 102.899 (train). The time used is 14.746s. 
At iter 6580/65582, epoch 1, the losses are 4.269 (train). the base losses are 102.453 (train). The time used is 15.748s. 
At iter 6590/65582, epoch 1, the losses are 4.232 (train). the base losses are 103.071 (train). The time used is 10.998s. 
At iter 6600/65582, epoch 1, the losses are 4.217 (train). the base losses are 101.031 (train). The time used is 15.756s. 
At iter 6600/65582, epoch 1, the losses are 4.196 (test). the base losses are 103.759 (test). 
At iter 6610/65582, epoch 1, the losses are 4.250 (train). the base losses are 104.172 (train). The time used is 18.151s. 
At iter 6620/65582, epoch 1, the losses are 4.199 (train). the base losses are 103.908 (train). The time used is 15.505s. 
At iter 6630/65582, epoch 1, the losses are 4.233 (train). the base losses are 103.862 (train). The time used is 10.302s. 
At iter 6640/65582, epoch 1, the losses are 4.280 (train). the base losses are 102.725 (train). The time used is 10.458s. 
At iter 6650/65582, epoch 1, the losses are 4.238 (train). the base losses are 103.712 (train). The time used is 13.356s. 
At iter 6650/65582, epoch 1, the losses are 4.240 (test). the base losses are 103.567 (test). 
At iter 6660/65582, epoch 1, the losses are 4.231 (train). the base losses are 102.738 (train). The time used is 30.047s. 
At iter 6670/65582, epoch 1, the losses are 4.239 (train). the base losses are 103.675 (train). The time used is 14.800s. 
At iter 6680/65582, epoch 1, the losses are 4.252 (train). the base losses are 104.664 (train). The time used is 8.242s. 
At iter 6690/65582, epoch 1, the losses are 4.200 (train). the base losses are 104.016 (train). The time used is 13.069s. 
At iter 6700/65582, epoch 1, the losses are 4.193 (train). the base losses are 105.809 (train). The time used is 8.686s. 
At iter 6700/65582, epoch 1, the losses are 4.213 (test). the base losses are 105.818 (test). 
At iter 6710/65582, epoch 1, the losses are 4.205 (train). the base losses are 105.559 (train). The time used is 23.069s. 
At iter 6720/65582, epoch 1, the losses are 4.261 (train). the base losses are 104.036 (train). The time used is 10.874s. 
At iter 6730/65582, epoch 1, the losses are 4.186 (train). the base losses are 104.086 (train). The time used is 14.748s. 
At iter 6740/65582, epoch 1, the losses are 4.222 (train). the base losses are 104.414 (train). The time used is 12.121s. 
At iter 6750/65582, epoch 1, the losses are 4.251 (train). the base losses are 101.206 (train). The time used is 12.207s. 
At iter 6750/65582, epoch 1, the losses are 4.248 (test). the base losses are 101.877 (test). 
At iter 6760/65582, epoch 1, the losses are 4.240 (train). the base losses are 103.968 (train). The time used is 19.052s. 
At iter 6770/65582, epoch 1, the losses are 4.193 (train). the base losses are 102.537 (train). The time used is 8.043s. 
At iter 6780/65582, epoch 1, the losses are 4.219 (train). the base losses are 103.593 (train). The time used is 13.212s. 
At iter 6790/65582, epoch 1, the losses are 4.214 (train). the base losses are 102.373 (train). The time used is 10.518s. 
At iter 6800/65582, epoch 1, the losses are 4.265 (train). the base losses are 102.688 (train). The time used is 13.858s. 
At iter 6800/65582, epoch 1, the losses are 4.330 (test). the base losses are 104.928 (test). 
At iter 6810/65582, epoch 1, the losses are 4.255 (train). the base losses are 103.857 (train). The time used is 24.003s. 
At iter 6820/65582, epoch 1, the losses are 4.233 (train). the base losses are 103.172 (train). The time used is 12.432s. 
At iter 6830/65582, epoch 1, the losses are 4.165 (train). the base losses are 102.568 (train). The time used is 12.309s. 
At iter 6840/65582, epoch 1, the losses are 4.235 (train). the base losses are 103.806 (train). The time used is 16.700s. 
At iter 6850/65582, epoch 1, the losses are 4.188 (train). the base losses are 101.959 (train). The time used is 10.854s. 
At iter 6850/65582, epoch 1, the losses are 4.230 (test). the base losses are 103.901 (test). 
At iter 6860/65582, epoch 1, the losses are 4.221 (train). the base losses are 102.799 (train). The time used is 32.746s. 
At iter 6870/65582, epoch 1, the losses are 4.226 (train). the base losses are 103.223 (train). The time used is 13.703s. 
At iter 6880/65582, epoch 1, the losses are 4.193 (train). the base losses are 102.978 (train). The time used is 7.548s. 
At iter 6890/65582, epoch 1, the losses are 4.225 (train). the base losses are 104.738 (train). The time used is 13.538s. 
At iter 6900/65582, epoch 1, the losses are 4.214 (train). the base losses are 103.661 (train). The time used is 15.023s. 
At iter 6900/65582, epoch 1, the losses are 4.299 (test). the base losses are 103.744 (test). 
At iter 6910/65582, epoch 1, the losses are 4.256 (train). the base losses are 103.648 (train). The time used is 20.929s. 
At iter 6920/65582, epoch 1, the losses are 4.279 (train). the base losses are 102.783 (train). The time used is 12.212s. 
At iter 6930/65582, epoch 1, the losses are 4.245 (train). the base losses are 101.059 (train). The time used is 9.715s. 
At iter 6940/65582, epoch 1, the losses are 4.264 (train). the base losses are 103.460 (train). The time used is 12.597s. 
At iter 6950/65582, epoch 1, the losses are 4.235 (train). the base losses are 102.581 (train). The time used is 13.356s. 
At iter 6950/65582, epoch 1, the losses are 4.281 (test). the base losses are 102.179 (test). 
At iter 6960/65582, epoch 1, the losses are 4.228 (train). the base losses are 100.636 (train). The time used is 16.977s. 
At iter 6970/65582, epoch 1, the losses are 4.254 (train). the base losses are 103.038 (train). The time used is 18.109s. 
At iter 6980/65582, epoch 1, the losses are 4.251 (train). the base losses are 102.426 (train). The time used is 7.041s. 
At iter 6990/65582, epoch 1, the losses are 4.242 (train). the base losses are 103.905 (train). The time used is 11.392s. 
At iter 7000/65582, epoch 1, the losses are 4.213 (train). the base losses are 104.655 (train). The time used is 8.287s. 
At iter 7000/65582, epoch 1, the losses are 4.218 (test). the base losses are 104.863 (test). 
At iter 7010/65582, epoch 1, the losses are 4.180 (train). the base losses are 103.608 (train). The time used is 24.009s. 
At iter 7020/65582, epoch 1, the losses are 4.263 (train). the base losses are 103.000 (train). The time used is 14.202s. 
At iter 7030/65582, epoch 1, the losses are 4.237 (train). the base losses are 102.586 (train). The time used is 10.247s. 
At iter 7040/65582, epoch 1, the losses are 4.222 (train). the base losses are 101.635 (train). The time used is 10.800s. 
At iter 7050/65582, epoch 1, the losses are 4.224 (train). the base losses are 103.929 (train). The time used is 18.068s. 
At iter 7050/65582, epoch 1, the losses are 4.218 (test). the base losses are 105.099 (test). 
At iter 7060/65582, epoch 1, the losses are 4.245 (train). the base losses are 104.090 (train). The time used is 21.852s. 
At iter 7070/65582, epoch 1, the losses are 4.221 (train). the base losses are 103.892 (train). The time used is 10.105s. 
At iter 7080/65582, epoch 1, the losses are 4.268 (train). the base losses are 101.790 (train). The time used is 16.107s. 
At iter 7090/65582, epoch 1, the losses are 4.229 (train). the base losses are 103.808 (train). The time used is 13.592s. 
At iter 7100/65582, epoch 1, the losses are 4.262 (train). the base losses are 103.504 (train). The time used is 14.203s. 
At iter 7100/65582, epoch 1, the losses are 4.258 (test). the base losses are 102.599 (test). 
At iter 7110/65582, epoch 1, the losses are 4.188 (train). the base losses are 104.061 (train). The time used is 19.827s. 
At iter 7120/65582, epoch 1, the losses are 4.268 (train). the base losses are 102.999 (train). The time used is 15.613s. 
At iter 7130/65582, epoch 1, the losses are 4.188 (train). the base losses are 104.184 (train). The time used is 17.740s. 
At iter 7140/65582, epoch 1, the losses are 4.196 (train). the base losses are 103.206 (train). The time used is 13.798s. 
At iter 7150/65582, epoch 1, the losses are 4.266 (train). the base losses are 103.120 (train). The time used is 12.958s. 
At iter 7150/65582, epoch 1, the losses are 4.251 (test). the base losses are 102.422 (test). 
At iter 7160/65582, epoch 1, the losses are 4.260 (train). the base losses are 103.599 (train). The time used is 22.716s. 
At iter 7170/65582, epoch 1, the losses are 4.234 (train). the base losses are 103.139 (train). The time used is 12.837s. 
At iter 7180/65582, epoch 1, the losses are 4.270 (train). the base losses are 102.855 (train). The time used is 14.981s. 
At iter 7190/65582, epoch 1, the losses are 4.282 (train). the base losses are 102.825 (train). The time used is 13.103s. 
At iter 7200/65582, epoch 1, the losses are 4.167 (train). the base losses are 102.676 (train). The time used is 11.074s. 
At iter 7200/65582, epoch 1, the losses are 4.222 (test). the base losses are 104.889 (test). 
At iter 7210/65582, epoch 1, the losses are 4.237 (train). the base losses are 103.709 (train). The time used is 19.036s. 
At iter 7220/65582, epoch 1, the losses are 4.200 (train). the base losses are 104.386 (train). The time used is 9.981s. 
At iter 7230/65582, epoch 1, the losses are 4.240 (train). the base losses are 102.417 (train). The time used is 12.837s. 
At iter 7240/65582, epoch 1, the losses are 4.236 (train). the base losses are 103.621 (train). The time used is 11.721s. 
At iter 7250/65582, epoch 1, the losses are 4.234 (train). the base losses are 104.462 (train). The time used is 16.513s. 
At iter 7250/65582, epoch 1, the losses are 4.276 (test). the base losses are 99.374 (test). 
At iter 7260/65582, epoch 1, the losses are 4.212 (train). the base losses are 103.666 (train). The time used is 22.473s. 
At iter 7270/65582, epoch 1, the losses are 4.253 (train). the base losses are 101.401 (train). The time used is 15.343s. 
At iter 7280/65582, epoch 1, the losses are 4.265 (train). the base losses are 104.556 (train). The time used is 6.848s. 
At iter 7290/65582, epoch 1, the losses are 4.283 (train). the base losses are 102.590 (train). The time used is 14.612s. 
At iter 7300/65582, epoch 1, the losses are 4.239 (train). the base losses are 103.266 (train). The time used is 12.388s. 
At iter 7300/65582, epoch 1, the losses are 4.267 (test). the base losses are 105.019 (test). 
At iter 7310/65582, epoch 1, the losses are 4.252 (train). the base losses are 104.657 (train). The time used is 21.069s. 
At iter 7320/65582, epoch 1, the losses are 4.268 (train). the base losses are 103.299 (train). The time used is 16.006s. 
At iter 7330/65582, epoch 1, the losses are 4.282 (train). the base losses are 103.416 (train). The time used is 8.484s. 
At iter 7340/65582, epoch 1, the losses are 4.228 (train). the base losses are 105.203 (train). The time used is 15.435s. 
At iter 7350/65582, epoch 1, the losses are 4.253 (train). the base losses are 104.130 (train). The time used is 8.314s. 
At iter 7350/65582, epoch 1, the losses are 4.317 (test). the base losses are 102.428 (test). 
At iter 7360/65582, epoch 1, the losses are 4.251 (train). the base losses are 103.722 (train). The time used is 25.971s. 
At iter 7370/65582, epoch 1, the losses are 4.170 (train). the base losses are 102.715 (train). The time used is 16.744s. 
At iter 7380/65582, epoch 1, the losses are 4.248 (train). the base losses are 103.546 (train). The time used is 12.651s. 
At iter 7390/65582, epoch 1, the losses are 4.188 (train). the base losses are 101.624 (train). The time used is 14.487s. 
At iter 7400/65582, epoch 1, the losses are 4.244 (train). the base losses are 103.064 (train). The time used is 6.613s. 
At iter 7400/65582, epoch 1, the losses are 4.259 (test). the base losses are 103.111 (test). 
At iter 7410/65582, epoch 1, the losses are 4.254 (train). the base losses are 103.114 (train). The time used is 19.749s. 
At iter 7420/65582, epoch 1, the losses are 4.277 (train). the base losses are 103.398 (train). The time used is 15.956s. 
At iter 7430/65582, epoch 1, the losses are 4.270 (train). the base losses are 103.358 (train). The time used is 11.911s. 
At iter 7440/65582, epoch 1, the losses are 4.196 (train). the base losses are 103.602 (train). The time used is 14.889s. 
At iter 7450/65582, epoch 1, the losses are 4.225 (train). the base losses are 102.990 (train). The time used is 16.039s. 
At iter 7450/65582, epoch 1, the losses are 4.277 (test). the base losses are 104.383 (test). 
At iter 7460/65582, epoch 1, the losses are 4.230 (train). the base losses are 103.075 (train). The time used is 26.809s. 
At iter 7470/65582, epoch 1, the losses are 4.216 (train). the base losses are 103.272 (train). The time used is 12.472s. 
At iter 7480/65582, epoch 1, the losses are 4.216 (train). the base losses are 103.281 (train). The time used is 10.535s. 
At iter 7490/65582, epoch 1, the losses are 4.236 (train). the base losses are 103.265 (train). The time used is 10.795s. 
At iter 7500/65582, epoch 1, the losses are 4.241 (train). the base losses are 102.757 (train). The time used is 8.636s. 
At iter 7500/65582, epoch 1, the losses are 4.303 (test). the base losses are 104.318 (test). 
At iter 7510/65582, epoch 1, the losses are 4.195 (train). the base losses are 103.481 (train). The time used is 17.707s. 
At iter 7520/65582, epoch 1, the losses are 4.217 (train). the base losses are 101.707 (train). The time used is 14.257s. 
At iter 7530/65582, epoch 1, the losses are 4.208 (train). the base losses are 104.315 (train). The time used is 14.415s. 
At iter 7540/65582, epoch 1, the losses are 4.222 (train). the base losses are 102.567 (train). The time used is 14.228s. 
At iter 7550/65582, epoch 1, the losses are 4.200 (train). the base losses are 105.558 (train). The time used is 10.654s. 
At iter 7550/65582, epoch 1, the losses are 4.283 (test). the base losses are 103.442 (test). 
At iter 7560/65582, epoch 1, the losses are 4.241 (train). the base losses are 103.419 (train). The time used is 22.790s. 
At iter 7570/65582, epoch 1, the losses are 4.226 (train). the base losses are 103.540 (train). The time used is 13.036s. 
At iter 7580/65582, epoch 1, the losses are 4.165 (train). the base losses are 104.579 (train). The time used is 9.571s. 
At iter 7590/65582, epoch 1, the losses are 4.231 (train). the base losses are 103.296 (train). The time used is 10.199s. 
At iter 7600/65582, epoch 1, the losses are 4.208 (train). the base losses are 103.923 (train). The time used is 14.473s. 
At iter 7600/65582, epoch 1, the losses are 4.272 (test). the base losses are 103.877 (test). 
At iter 7610/65582, epoch 1, the losses are 4.129 (train). the base losses are 102.161 (train). The time used is 27.172s. 
At iter 7620/65582, epoch 1, the losses are 4.244 (train). the base losses are 103.383 (train). The time used is 12.019s. 
At iter 7630/65582, epoch 1, the losses are 4.229 (train). the base losses are 102.862 (train). The time used is 11.540s. 
At iter 7640/65582, epoch 1, the losses are 4.227 (train). the base losses are 103.689 (train). The time used is 10.908s. 
At iter 7650/65582, epoch 1, the losses are 4.245 (train). the base losses are 102.534 (train). The time used is 12.158s. 
At iter 7650/65582, epoch 1, the losses are 4.318 (test). the base losses are 103.425 (test). 
At iter 7660/65582, epoch 1, the losses are 4.247 (train). the base losses are 103.573 (train). The time used is 17.817s. 
At iter 7670/65582, epoch 1, the losses are 4.196 (train). the base losses are 102.932 (train). The time used is 12.094s. 
At iter 7680/65582, epoch 1, the losses are 4.232 (train). the base losses are 103.660 (train). The time used is 12.652s. 
At iter 7690/65582, epoch 1, the losses are 4.195 (train). the base losses are 102.814 (train). The time used is 12.497s. 
At iter 7700/65582, epoch 1, the losses are 4.213 (train). the base losses are 101.620 (train). The time used is 10.675s. 
At iter 7700/65582, epoch 1, the losses are 4.252 (test). the base losses are 102.581 (test). 
At iter 7710/65582, epoch 1, the losses are 4.262 (train). the base losses are 104.277 (train). The time used is 21.970s. 
At iter 7720/65582, epoch 1, the losses are 4.205 (train). the base losses are 103.673 (train). The time used is 9.983s. 
At iter 7730/65582, epoch 1, the losses are 4.216 (train). the base losses are 103.289 (train). The time used is 13.047s. 
At iter 7740/65582, epoch 1, the losses are 4.252 (train). the base losses are 103.380 (train). The time used is 10.230s. 
At iter 7750/65582, epoch 1, the losses are 4.219 (train). the base losses are 103.417 (train). The time used is 15.214s. 
At iter 7750/65582, epoch 1, the losses are 4.296 (test). the base losses are 102.942 (test). 
At iter 7760/65582, epoch 1, the losses are 4.168 (train). the base losses are 103.167 (train). The time used is 14.953s. 
At iter 7770/65582, epoch 1, the losses are 4.169 (train). the base losses are 104.789 (train). The time used is 11.068s. 
At iter 7780/65582, epoch 1, the losses are 4.190 (train). the base losses are 103.348 (train). The time used is 9.801s. 
At iter 7790/65582, epoch 1, the losses are 4.255 (train). the base losses are 102.448 (train). The time used is 7.482s. 
At iter 7800/65582, epoch 1, the losses are 4.202 (train). the base losses are 104.928 (train). The time used is 10.672s. 
At iter 7800/65582, epoch 1, the losses are 4.162 (test). the base losses are 102.741 (test). 
At iter 7810/65582, epoch 1, the losses are 4.179 (train). the base losses are 105.025 (train). The time used is 20.445s. 
At iter 7820/65582, epoch 1, the losses are 4.210 (train). the base losses are 103.932 (train). The time used is 16.979s. 
At iter 7830/65582, epoch 1, the losses are 4.210 (train). the base losses are 100.905 (train). The time used is 13.034s. 
At iter 7840/65582, epoch 1, the losses are 4.274 (train). the base losses are 102.428 (train). The time used is 12.405s. 
At iter 7850/65582, epoch 1, the losses are 4.233 (train). the base losses are 102.908 (train). The time used is 15.353s. 
At iter 7850/65582, epoch 1, the losses are 4.271 (test). the base losses are 103.463 (test). 
At iter 7860/65582, epoch 1, the losses are 4.190 (train). the base losses are 101.932 (train). The time used is 26.617s. 
At iter 7870/65582, epoch 1, the losses are 4.189 (train). the base losses are 103.056 (train). The time used is 12.292s. 
At iter 7880/65582, epoch 1, the losses are 4.197 (train). the base losses are 104.302 (train). The time used is 11.507s. 
At iter 7890/65582, epoch 1, the losses are 4.216 (train). the base losses are 102.065 (train). The time used is 14.008s. 
At iter 7900/65582, epoch 1, the losses are 4.252 (train). the base losses are 102.825 (train). The time used is 11.004s. 
At iter 7900/65582, epoch 1, the losses are 4.303 (test). the base losses are 103.732 (test). 
At iter 7910/65582, epoch 1, the losses are 4.224 (train). the base losses are 104.434 (train). The time used is 23.045s. 
At iter 7920/65582, epoch 1, the losses are 4.245 (train). the base losses are 104.102 (train). The time used is 15.676s. 
At iter 7930/65582, epoch 1, the losses are 4.230 (train). the base losses are 103.697 (train). The time used is 11.573s. 
At iter 7940/65582, epoch 1, the losses are 4.192 (train). the base losses are 101.209 (train). The time used is 12.455s. 
At iter 7950/65582, epoch 1, the losses are 4.192 (train). the base losses are 102.210 (train). The time used is 16.252s. 
At iter 7950/65582, epoch 1, the losses are 4.218 (test). the base losses are 106.108 (test). 
At iter 7960/65582, epoch 1, the losses are 4.168 (train). the base losses are 102.806 (train). The time used is 24.103s. 
At iter 7970/65582, epoch 1, the losses are 4.203 (train). the base losses are 103.303 (train). The time used is 9.993s. 
At iter 7980/65582, epoch 1, the losses are 4.196 (train). the base losses are 103.016 (train). The time used is 19.512s. 
At iter 7990/65582, epoch 1, the losses are 4.271 (train). the base losses are 102.970 (train). The time used is 13.602s. 
At iter 8000/65582, epoch 1, the losses are 4.211 (train). the base losses are 103.484 (train). The time used is 10.376s. 
At iter 8000/65582, epoch 1, the losses are 4.261 (test). the base losses are 102.762 (test). 
At iter 8010/65582, epoch 1, the losses are 4.261 (train). the base losses are 101.839 (train). The time used is 21.668s. 
At iter 8020/65582, epoch 1, the losses are 4.224 (train). the base losses are 102.442 (train). The time used is 13.832s. 
At iter 8030/65582, epoch 1, the losses are 4.208 (train). the base losses are 102.611 (train). The time used is 13.624s. 
At iter 8040/65582, epoch 1, the losses are 4.263 (train). the base losses are 102.346 (train). The time used is 13.042s. 
At iter 8050/65582, epoch 1, the losses are 4.254 (train). the base losses are 103.990 (train). The time used is 6.031s. 
At iter 8050/65582, epoch 1, the losses are 4.295 (test). the base losses are 101.549 (test). 
At iter 8060/65582, epoch 1, the losses are 4.256 (train). the base losses are 103.599 (train). The time used is 21.347s. 
At iter 8070/65582, epoch 1, the losses are 4.272 (train). the base losses are 103.146 (train). The time used is 11.959s. 
At iter 8080/65582, epoch 1, the losses are 4.215 (train). the base losses are 103.500 (train). The time used is 13.211s. 
At iter 8090/65582, epoch 1, the losses are 4.236 (train). the base losses are 103.395 (train). The time used is 15.414s. 
At iter 8100/65582, epoch 1, the losses are 4.186 (train). the base losses are 104.562 (train). The time used is 14.736s. 
At iter 8100/65582, epoch 1, the losses are 4.251 (test). the base losses are 102.333 (test). 
At iter 8110/65582, epoch 1, the losses are 4.205 (train). the base losses are 102.590 (train). The time used is 20.455s. 
At iter 8120/65582, epoch 1, the losses are 4.216 (train). the base losses are 104.685 (train). The time used is 11.460s. 
At iter 8130/65582, epoch 1, the losses are 4.210 (train). the base losses are 103.087 (train). The time used is 8.491s. 
At iter 8140/65582, epoch 1, the losses are 4.217 (train). the base losses are 102.531 (train). The time used is 14.641s. 
At iter 8150/65582, epoch 1, the losses are 4.243 (train). the base losses are 105.226 (train). The time used is 12.539s. 
At iter 8150/65582, epoch 1, the losses are 4.252 (test). the base losses are 105.342 (test). 
At iter 8160/65582, epoch 1, the losses are 4.208 (train). the base losses are 102.425 (train). The time used is 26.883s. 
At iter 8170/65582, epoch 1, the losses are 4.197 (train). the base losses are 103.496 (train). The time used is 14.256s. 
At iter 8180/65582, epoch 1, the losses are 4.192 (train). the base losses are 103.750 (train). The time used is 14.161s. 
At iter 8190/65582, epoch 1, the losses are 4.223 (train). the base losses are 103.250 (train). The time used is 18.270s. 
At iter 8200/65582, epoch 1, the losses are 4.259 (train). the base losses are 104.031 (train). The time used is 10.118s. 
At iter 8200/65582, epoch 1, the losses are 4.269 (test). the base losses are 102.209 (test). 
At iter 8210/65582, epoch 1, the losses are 4.174 (train). the base losses are 104.436 (train). The time used is 23.195s. 
At iter 8220/65582, epoch 1, the losses are 4.204 (train). the base losses are 103.056 (train). The time used is 18.808s. 
At iter 8230/65582, epoch 1, the losses are 4.202 (train). the base losses are 103.689 (train). The time used is 15.401s. 
At iter 8240/65582, epoch 1, the losses are 4.187 (train). the base losses are 105.229 (train). The time used is 11.995s. 
At iter 8250/65582, epoch 1, the losses are 4.205 (train). the base losses are 104.292 (train). The time used is 14.706s. 
At iter 8250/65582, epoch 1, the losses are 4.271 (test). the base losses are 105.238 (test). 
At iter 8260/65582, epoch 1, the losses are 4.272 (train). the base losses are 103.774 (train). The time used is 16.104s. 
At iter 8270/65582, epoch 1, the losses are 4.265 (train). the base losses are 103.752 (train). The time used is 10.259s. 
At iter 8280/65582, epoch 1, the losses are 4.211 (train). the base losses are 104.678 (train). The time used is 14.909s. 
At iter 8290/65582, epoch 1, the losses are 4.210 (train). the base losses are 104.189 (train). The time used is 13.070s. 
At iter 8300/65582, epoch 1, the losses are 4.199 (train). the base losses are 103.587 (train). The time used is 13.830s. 
At iter 8300/65582, epoch 1, the losses are 4.245 (test). the base losses are 103.561 (test). 
At iter 8310/65582, epoch 1, the losses are 4.201 (train). the base losses are 103.241 (train). The time used is 23.875s. 
At iter 8320/65582, epoch 1, the losses are 4.184 (train). the base losses are 103.987 (train). The time used is 23.749s. 
At iter 8330/65582, epoch 1, the losses are 4.233 (train). the base losses are 104.942 (train). The time used is 8.256s. 
At iter 8340/65582, epoch 1, the losses are 4.237 (train). the base losses are 104.781 (train). The time used is 12.346s. 
At iter 8350/65582, epoch 1, the losses are 4.226 (train). the base losses are 103.550 (train). The time used is 11.651s. 
At iter 8350/65582, epoch 1, the losses are 4.227 (test). the base losses are 101.785 (test). 
At iter 8360/65582, epoch 1, the losses are 4.212 (train). the base losses are 102.661 (train). The time used is 21.469s. 
At iter 8370/65582, epoch 1, the losses are 4.210 (train). the base losses are 103.349 (train). The time used is 16.555s. 
At iter 8380/65582, epoch 1, the losses are 4.214 (train). the base losses are 103.652 (train). The time used is 7.373s. 
At iter 8390/65582, epoch 1, the losses are 4.207 (train). the base losses are 102.861 (train). The time used is 12.019s. 
At iter 8400/65582, epoch 1, the losses are 4.234 (train). the base losses are 103.629 (train). The time used is 16.931s. 
At iter 8400/65582, epoch 1, the losses are 4.212 (test). the base losses are 101.543 (test). 
At iter 8410/65582, epoch 1, the losses are 4.211 (train). the base losses are 101.794 (train). The time used is 23.059s. 
At iter 8420/65582, epoch 1, the losses are 4.216 (train). the base losses are 104.139 (train). The time used is 7.033s. 
