Running prime number generator program on 6 CPU cores
cuda
8116 12349
number of parameters: 25.24M
The current lr is [0.0001].
At iter 10/8116, epoch 1, the losses are 70.211 (train). the base losses are 103.229 (train). The time used is 167.892s. 
At iter 2270/8116, epoch 1, the losses are 4.668 (train). the base losses are 103.218 (train). The time used is 153.238s. 
At iter 2280/8116, epoch 1, the losses are 4.643 (train). the base losses are 103.229 (train). The time used is 156.456s. 
At iter 2290/8116, epoch 1, the losses are 4.683 (train). the base losses are 102.945 (train). The time used is 160.108s. 
At iter 2300/8116, epoch 1, the losses are 4.681 (train). the base losses are 103.788 (train). The time used is 171.441s. 
At iter 2300/8116, epoch 1, the losses are 4.769 (test). the base losses are 103.321 (test). 
At iter 2310/8116, epoch 1, the losses are 4.630 (train). the base losses are 102.919 (train). The time used is 160.758s. 
At iter 2320/8116, epoch 1, the losses are 4.650 (train). the base losses are 103.453 (train). The time used is 162.921s. 
At iter 2330/8116, epoch 1, the losses are 4.642 (train). the base losses are 102.887 (train). The time used is 168.796s. 
At iter 2340/8116, epoch 1, the losses are 4.670 (train). the base losses are 103.413 (train). The time used is 157.929s. 
At iter 2350/8116, epoch 1, the losses are 4.616 (train). the base losses are 102.953 (train). The time used is 167.164s. 
At iter 2350/8116, epoch 1, the losses are 4.703 (test). the base losses are 103.454 (test). 
At iter 2360/8116, epoch 1, the losses are 4.631 (train). the base losses are 103.165 (train). The time used is 183.612s. 
At iter 2370/8116, epoch 1, the losses are 4.637 (train). the base losses are 102.667 (train). The time used is 167.175s. 
At iter 2380/8116, epoch 1, the losses are 4.664 (train). the base losses are 103.059 (train). The time used is 148.889s. 
At iter 2390/8116, epoch 1, the losses are 4.625 (train). the base losses are 103.346 (train). The time used is 160.666s. 
At iter 2400/8116, epoch 1, the losses are 4.614 (train). the base losses are 103.759 (train). The time used is 159.014s. 
At iter 2400/8116, epoch 1, the losses are 4.783 (test). the base losses are 105.484 (test). 
At iter 2410/8116, epoch 1, the losses are 4.626 (train). the base losses are 103.502 (train). The time used is 163.352s. 
At iter 2420/8116, epoch 1, the losses are 4.622 (train). the base losses are 103.398 (train). The time used is 157.382s. 
At iter 2430/8116, epoch 1, the losses are 4.615 (train). the base losses are 103.542 (train). The time used is 164.625s. 
At iter 2440/8116, epoch 1, the losses are 4.638 (train). the base losses are 103.174 (train). The time used is 154.203s. 
At iter 2450/8116, epoch 1, the losses are 4.633 (train). the base losses are 103.103 (train). The time used is 165.327s. 
At iter 2450/8116, epoch 1, the losses are 4.782 (test). the base losses are 105.221 (test). 
At iter 2460/8116, epoch 1, the losses are 4.609 (train). the base losses are 102.398 (train). The time used is 168.060s. 
At iter 2470/8116, epoch 1, the losses are 4.620 (train). the base losses are 103.302 (train). The time used is 161.287s. 
At iter 2480/8116, epoch 1, the losses are 4.624 (train). the base losses are 103.080 (train). The time used is 164.657s. 
At iter 2490/8116, epoch 1, the losses are 4.568 (train). the base losses are 102.494 (train). The time used is 161.448s. 
At iter 2500/8116, epoch 1, the losses are 4.630 (train). the base losses are 102.914 (train). The time used is 167.267s. 
At iter 2500/8116, epoch 1, the losses are 4.802 (test). the base losses are 104.357 (test). 
At iter 2510/8116, epoch 1, the losses are 4.614 (train). the base losses are 103.101 (train). The time used is 180.690s. 
At iter 2520/8116, epoch 1, the losses are 4.607 (train). the base losses are 103.268 (train). The time used is 153.824s. 
At iter 2530/8116, epoch 1, the losses are 4.610 (train). the base losses are 103.517 (train). The time used is 167.966s. 
At iter 2540/8116, epoch 1, the losses are 4.585 (train). the base losses are 102.821 (train). The time used is 164.523s. 
At iter 2550/8116, epoch 1, the losses are 4.588 (train). the base losses are 103.133 (train). The time used is 152.289s. 
At iter 2550/8116, epoch 1, the losses are 4.730 (test). the base losses are 103.780 (test). 
At iter 2560/8116, epoch 1, the losses are 4.621 (train). the base losses are 104.010 (train). The time used is 175.127s. 
At iter 2570/8116, epoch 1, the losses are 4.604 (train). the base losses are 103.375 (train). The time used is 142.450s. 
At iter 2580/8116, epoch 1, the losses are 4.597 (train). the base losses are 103.208 (train). The time used is 161.007s. 
At iter 2590/8116, epoch 1, the losses are 4.591 (train). the base losses are 103.125 (train). The time used is 166.059s. 
At iter 2600/8116, epoch 1, the losses are 4.593 (train). the base losses are 103.183 (train). The time used is 156.185s. 
At iter 2600/8116, epoch 1, the losses are 4.696 (test). the base losses are 103.969 (test). 
At iter 2610/8116, epoch 1, the losses are 4.577 (train). the base losses are 103.282 (train). The time used is 167.431s. 
At iter 2620/8116, epoch 1, the losses are 4.589 (train). the base losses are 103.063 (train). The time used is 159.325s. 
At iter 2630/8116, epoch 1, the losses are 4.588 (train). the base losses are 102.795 (train). The time used is 157.391s. 
At iter 2640/8116, epoch 1, the losses are 4.588 (train). the base losses are 103.496 (train). The time used is 159.863s. 
At iter 2650/8116, epoch 1, the losses are 4.560 (train). the base losses are 103.382 (train). The time used is 158.791s. 
At iter 2650/8116, epoch 1, the losses are 4.690 (test). the base losses are 104.377 (test). 
At iter 2660/8116, epoch 1, the losses are 4.575 (train). the base losses are 103.261 (train). The time used is 163.395s. 
At iter 2670/8116, epoch 1, the losses are 4.591 (train). the base losses are 103.120 (train). The time used is 157.399s. 
At iter 2680/8116, epoch 1, the losses are 4.573 (train). the base losses are 102.870 (train). The time used is 158.811s. 
At iter 2690/8116, epoch 1, the losses are 4.583 (train). the base losses are 103.173 (train). The time used is 149.203s. 
At iter 2700/8116, epoch 1, the losses are 4.604 (train). the base losses are 103.576 (train). The time used is 155.605s. 
At iter 2700/8116, epoch 1, the losses are 4.737 (test). the base losses are 106.629 (test). 
At iter 2710/8116, epoch 1, the losses are 4.565 (train). the base losses are 103.158 (train). The time used is 182.287s. 
At iter 2720/8116, epoch 1, the losses are 4.592 (train). the base losses are 103.337 (train). The time used is 159.964s. 
At iter 2730/8116, epoch 1, the losses are 4.586 (train). the base losses are 103.584 (train). The time used is 157.712s. 
At iter 2740/8116, epoch 1, the losses are 4.575 (train). the base losses are 103.833 (train). The time used is 156.861s. 
At iter 2750/8116, epoch 1, the losses are 4.545 (train). the base losses are 103.399 (train). The time used is 152.609s. 
At iter 2750/8116, epoch 1, the losses are 4.720 (test). the base losses are 106.235 (test). 
At iter 2760/8116, epoch 1, the losses are 4.587 (train). the base losses are 103.041 (train). The time used is 169.746s. 
At iter 2770/8116, epoch 1, the losses are 4.580 (train). the base losses are 103.044 (train). The time used is 163.310s. 
At iter 2780/8116, epoch 1, the losses are 4.531 (train). the base losses are 103.219 (train). The time used is 170.694s. 
At iter 2790/8116, epoch 1, the losses are 4.543 (train). the base losses are 102.800 (train). The time used is 175.312s. 
At iter 2800/8116, epoch 1, the losses are 4.584 (train). the base losses are 103.060 (train). The time used is 164.303s. 
At iter 2800/8116, epoch 1, the losses are 4.661 (test). the base losses are 103.578 (test). 
At iter 2810/8116, epoch 1, the losses are 4.539 (train). the base losses are 103.414 (train). The time used is 171.692s. 
At iter 2820/8116, epoch 1, the losses are 4.540 (train). the base losses are 103.373 (train). The time used is 152.430s. 
At iter 2830/8116, epoch 1, the losses are 4.547 (train). the base losses are 103.069 (train). The time used is 171.747s. 
At iter 2840/8116, epoch 1, the losses are 4.560 (train). the base losses are 102.837 (train). The time used is 169.490s. 
At iter 2850/8116, epoch 1, the losses are 4.553 (train). the base losses are 103.600 (train). The time used is 166.184s. 
At iter 2850/8116, epoch 1, the losses are 4.681 (test). the base losses are 104.144 (test). 
At iter 2860/8116, epoch 1, the losses are 4.534 (train). the base losses are 103.049 (train). The time used is 170.856s. 
At iter 2870/8116, epoch 1, the losses are 4.561 (train). the base losses are 103.001 (train). The time used is 182.067s. 
At iter 2880/8116, epoch 1, the losses are 4.567 (train). the base losses are 102.886 (train). The time used is 167.856s. 
At iter 2890/8116, epoch 1, the losses are 4.564 (train). the base losses are 103.267 (train). The time used is 159.316s. 
At iter 2900/8116, epoch 1, the losses are 4.567 (train). the base losses are 103.026 (train). The time used is 168.089s. 
At iter 2900/8116, epoch 1, the losses are 4.686 (test). the base losses are 105.632 (test). 
At iter 2910/8116, epoch 1, the losses are 4.554 (train). the base losses are 103.264 (train). The time used is 171.272s. 
At iter 2920/8116, epoch 1, the losses are 4.532 (train). the base losses are 102.953 (train). The time used is 167.764s. 
At iter 2930/8116, epoch 1, the losses are 4.521 (train). the base losses are 103.377 (train). The time used is 149.229s. 
At iter 2940/8116, epoch 1, the losses are 4.536 (train). the base losses are 102.836 (train). The time used is 152.841s. 
At iter 2950/8116, epoch 1, the losses are 4.542 (train). the base losses are 102.655 (train). The time used is 164.044s. 
At iter 2950/8116, epoch 1, the losses are 4.677 (test). the base losses are 104.815 (test). 
At iter 2960/8116, epoch 1, the losses are 4.574 (train). the base losses are 103.027 (train). The time used is 180.012s. 
At iter 2970/8116, epoch 1, the losses are 4.554 (train). the base losses are 102.950 (train). The time used is 157.052s. 
At iter 2980/8116, epoch 1, the losses are 4.540 (train). the base losses are 103.261 (train). The time used is 172.677s. 
At iter 2990/8116, epoch 1, the losses are 4.499 (train). the base losses are 102.951 (train). The time used is 175.521s. 
At iter 3000/8116, epoch 1, the losses are 4.542 (train). the base losses are 103.163 (train). The time used is 174.132s. 
At iter 3000/8116, epoch 1, the losses are 4.678 (test). the base losses are 105.093 (test). 
At iter 3010/8116, epoch 1, the losses are 4.558 (train). the base losses are 103.290 (train). The time used is 171.737s. 
At iter 3020/8116, epoch 1, the losses are 4.522 (train). the base losses are 103.183 (train). The time used is 157.060s. 
At iter 3030/8116, epoch 1, the losses are 4.544 (train). the base losses are 103.285 (train). The time used is 164.103s. 
At iter 3040/8116, epoch 1, the losses are 4.522 (train). the base losses are 103.382 (train). The time used is 160.690s. 
At iter 3050/8116, epoch 1, the losses are 4.546 (train). the base losses are 103.515 (train). The time used is 166.540s. 
At iter 3050/8116, epoch 1, the losses are 4.611 (test). the base losses are 106.901 (test). 
At iter 3060/8116, epoch 1, the losses are 4.536 (train). the base losses are 104.081 (train). The time used is 177.261s. 
At iter 3070/8116, epoch 1, the losses are 4.531 (train). the base losses are 102.838 (train). The time used is 162.541s. 
At iter 3080/8116, epoch 1, the losses are 4.504 (train). the base losses are 103.803 (train). The time used is 166.050s. 
At iter 3090/8116, epoch 1, the losses are 4.521 (train). the base losses are 103.320 (train). The time used is 154.057s. 
At iter 3100/8116, epoch 1, the losses are 4.502 (train). the base losses are 102.708 (train). The time used is 168.904s. 
At iter 3100/8116, epoch 1, the losses are 4.657 (test). the base losses are 105.768 (test). 
At iter 3110/8116, epoch 1, the losses are 4.531 (train). the base losses are 103.338 (train). The time used is 177.667s. 
At iter 3120/8116, epoch 1, the losses are 4.519 (train). the base losses are 103.112 (train). The time used is 153.092s. 
At iter 3130/8116, epoch 1, the losses are 4.521 (train). the base losses are 103.854 (train). The time used is 160.868s. 
At iter 3140/8116, epoch 1, the losses are 4.505 (train). the base losses are 102.895 (train). The time used is 152.673s. 
At iter 3150/8116, epoch 1, the losses are 4.476 (train). the base losses are 102.861 (train). The time used is 167.906s. 
At iter 3150/8116, epoch 1, the losses are 4.621 (test). the base losses are 103.327 (test). 
At iter 3160/8116, epoch 1, the losses are 4.515 (train). the base losses are 102.766 (train). The time used is 156.859s. 
At iter 3170/8116, epoch 1, the losses are 4.515 (train). the base losses are 102.719 (train). The time used is 160.978s. 
At iter 3180/8116, epoch 1, the losses are 4.541 (train). the base losses are 103.768 (train). The time used is 156.246s. 
At iter 3190/8116, epoch 1, the losses are 4.544 (train). the base losses are 103.480 (train). The time used is 157.570s. 
At iter 3200/8116, epoch 1, the losses are 4.525 (train). the base losses are 102.797 (train). The time used is 160.182s. 
At iter 3200/8116, epoch 1, the losses are 4.637 (test). the base losses are 106.685 (test). 
At iter 3210/8116, epoch 1, the losses are 4.499 (train). the base losses are 103.329 (train). The time used is 176.521s. 
At iter 3220/8116, epoch 1, the losses are 4.497 (train). the base losses are 103.413 (train). The time used is 147.289s. 
At iter 3230/8116, epoch 1, the losses are 4.497 (train). the base losses are 103.085 (train). The time used is 161.687s. 
At iter 3240/8116, epoch 1, the losses are 4.496 (train). the base losses are 103.159 (train). The time used is 161.387s. 
At iter 3250/8116, epoch 1, the losses are 4.475 (train). the base losses are 102.957 (train). The time used is 153.562s. 
At iter 3250/8116, epoch 1, the losses are 4.575 (test). the base losses are 103.182 (test). 
At iter 3260/8116, epoch 1, the losses are 4.500 (train). the base losses are 103.289 (train). The time used is 171.901s. 
At iter 3270/8116, epoch 1, the losses are 4.530 (train). the base losses are 102.839 (train). The time used is 167.654s. 
At iter 3280/8116, epoch 1, the losses are 4.493 (train). the base losses are 103.703 (train). The time used is 152.097s. 
At iter 3290/8116, epoch 1, the losses are 4.480 (train). the base losses are 103.132 (train). The time used is 168.869s. 
At iter 3300/8116, epoch 1, the losses are 4.482 (train). the base losses are 103.227 (train). The time used is 168.565s. 
At iter 3300/8116, epoch 1, the losses are 4.593 (test). the base losses are 103.096 (test). 
At iter 3310/8116, epoch 1, the losses are 4.492 (train). the base losses are 103.365 (train). The time used is 161.539s. 
At iter 3320/8116, epoch 1, the losses are 4.487 (train). the base losses are 103.577 (train). The time used is 166.578s. 
At iter 3330/8116, epoch 1, the losses are 4.506 (train). the base losses are 103.478 (train). The time used is 169.043s. 
At iter 3340/8116, epoch 1, the losses are 4.469 (train). the base losses are 103.429 (train). The time used is 162.423s. 
At iter 3350/8116, epoch 1, the losses are 4.499 (train). the base losses are 103.384 (train). The time used is 144.318s. 
At iter 3350/8116, epoch 1, the losses are 4.580 (test). the base losses are 105.783 (test). 
At iter 3360/8116, epoch 1, the losses are 4.499 (train). the base losses are 103.392 (train). The time used is 163.727s. 
At iter 3370/8116, epoch 1, the losses are 4.492 (train). the base losses are 102.946 (train). The time used is 155.839s. 
At iter 3380/8116, epoch 1, the losses are 4.489 (train). the base losses are 103.711 (train). The time used is 157.703s. 
At iter 3390/8116, epoch 1, the losses are 4.468 (train). the base losses are 102.943 (train). The time used is 161.447s. 
At iter 3400/8116, epoch 1, the losses are 4.483 (train). the base losses are 103.599 (train). The time used is 150.407s. 
At iter 3400/8116, epoch 1, the losses are 4.555 (test). the base losses are 107.043 (test). 
At iter 3410/8116, epoch 1, the losses are 4.484 (train). the base losses are 103.246 (train). The time used is 171.932s. 
At iter 3420/8116, epoch 1, the losses are 4.478 (train). the base losses are 103.529 (train). The time used is 153.293s. 
At iter 3430/8116, epoch 1, the losses are 4.470 (train). the base losses are 103.049 (train). The time used is 159.991s. 
At iter 3440/8116, epoch 1, the losses are 4.461 (train). the base losses are 103.054 (train). The time used is 164.835s. 
At iter 3450/8116, epoch 1, the losses are 4.500 (train). the base losses are 103.481 (train). The time used is 174.888s. 
At iter 3450/8116, epoch 1, the losses are 4.566 (test). the base losses are 106.132 (test). 
At iter 3460/8116, epoch 1, the losses are 4.456 (train). the base losses are 103.147 (train). The time used is 164.957s. 
At iter 3470/8116, epoch 1, the losses are 4.454 (train). the base losses are 103.091 (train). The time used is 142.685s. 
At iter 3480/8116, epoch 1, the losses are 4.475 (train). the base losses are 102.758 (train). The time used is 154.943s. 
At iter 3490/8116, epoch 1, the losses are 4.455 (train). the base losses are 103.118 (train). The time used is 147.803s. 
At iter 3500/8116, epoch 1, the losses are 4.473 (train). the base losses are 102.925 (train). The time used is 141.307s. 
At iter 3500/8116, epoch 1, the losses are 4.583 (test). the base losses are 103.789 (test). 
At iter 3510/8116, epoch 1, the losses are 4.482 (train). the base losses are 103.064 (train). The time used is 165.709s. 
At iter 3520/8116, epoch 1, the losses are 4.450 (train). the base losses are 103.324 (train). The time used is 153.691s. 
At iter 3530/8116, epoch 1, the losses are 4.475 (train). the base losses are 103.150 (train). The time used is 159.974s. 
At iter 3540/8116, epoch 1, the losses are 4.469 (train). the base losses are 102.670 (train). The time used is 153.920s. 
At iter 3550/8116, epoch 1, the losses are 4.487 (train). the base losses are 103.313 (train). The time used is 151.361s. 
At iter 3550/8116, epoch 1, the losses are 4.520 (test). the base losses are 103.306 (test). 
At iter 3560/8116, epoch 1, the losses are 4.445 (train). the base losses are 103.321 (train). The time used is 173.226s. 
At iter 3570/8116, epoch 1, the losses are 4.469 (train). the base losses are 103.311 (train). The time used is 175.390s. 
At iter 3580/8116, epoch 1, the losses are 4.464 (train). the base losses are 103.211 (train). The time used is 159.879s. 
At iter 3590/8116, epoch 1, the losses are 4.483 (train). the base losses are 103.160 (train). The time used is 169.518s. 
At iter 3600/8116, epoch 1, the losses are 4.470 (train). the base losses are 102.810 (train). The time used is 176.236s. 
At iter 3600/8116, epoch 1, the losses are 4.588 (test). the base losses are 104.605 (test). 
At iter 3610/8116, epoch 1, the losses are 4.442 (train). the base losses are 103.393 (train). The time used is 176.498s. 
At iter 3620/8116, epoch 1, the losses are 4.435 (train). the base losses are 102.259 (train). The time used is 159.178s. 
At iter 3630/8116, epoch 1, the losses are 4.467 (train). the base losses are 103.469 (train). The time used is 169.704s. 
At iter 3640/8116, epoch 1, the losses are 4.447 (train). the base losses are 103.394 (train). The time used is 168.301s. 
At iter 3650/8116, epoch 1, the losses are 4.448 (train). the base losses are 103.054 (train). The time used is 153.458s. 
At iter 3650/8116, epoch 1, the losses are 4.577 (test). the base losses are 105.451 (test). 
At iter 3660/8116, epoch 1, the losses are 4.458 (train). the base losses are 103.404 (train). The time used is 170.789s. 
At iter 3670/8116, epoch 1, the losses are 4.440 (train). the base losses are 102.857 (train). The time used is 161.225s. 
At iter 3680/8116, epoch 1, the losses are 4.433 (train). the base losses are 102.524 (train). The time used is 154.925s. 
At iter 3690/8116, epoch 1, the losses are 4.460 (train). the base losses are 103.169 (train). The time used is 150.590s. 
At iter 3700/8116, epoch 1, the losses are 4.443 (train). the base losses are 102.742 (train). The time used is 156.744s. 
At iter 3700/8116, epoch 1, the losses are 4.514 (test). the base losses are 104.993 (test). 
At iter 3710/8116, epoch 1, the losses are 4.474 (train). the base losses are 102.768 (train). The time used is 194.393s. 
At iter 3720/8116, epoch 1, the losses are 4.479 (train). the base losses are 103.301 (train). The time used is 157.792s. 
At iter 3730/8116, epoch 1, the losses are 4.450 (train). the base losses are 103.156 (train). The time used is 170.932s. 
At iter 3740/8116, epoch 1, the losses are 4.441 (train). the base losses are 102.965 (train). The time used is 152.192s. 
At iter 3750/8116, epoch 1, the losses are 4.444 (train). the base losses are 103.456 (train). The time used is 157.956s. 
At iter 3750/8116, epoch 1, the losses are 4.535 (test). the base losses are 106.315 (test). 
At iter 3760/8116, epoch 1, the losses are 4.476 (train). the base losses are 102.987 (train). The time used is 168.274s. 
At iter 3770/8116, epoch 1, the losses are 4.446 (train). the base losses are 103.675 (train). The time used is 157.502s. 
At iter 3780/8116, epoch 1, the losses are 4.458 (train). the base losses are 103.420 (train). The time used is 160.815s. 
At iter 3790/8116, epoch 1, the losses are 4.443 (train). the base losses are 103.035 (train). The time used is 171.126s. 
At iter 3800/8116, epoch 1, the losses are 4.442 (train). the base losses are 103.015 (train). The time used is 167.254s. 
At iter 3800/8116, epoch 1, the losses are 4.583 (test). the base losses are 104.463 (test). 
At iter 3810/8116, epoch 1, the losses are 4.425 (train). the base losses are 102.622 (train). The time used is 171.949s. 
At iter 3820/8116, epoch 1, the losses are 4.466 (train). the base losses are 102.954 (train). The time used is 157.924s. 
At iter 3830/8116, epoch 1, the losses are 4.439 (train). the base losses are 103.013 (train). The time used is 161.956s. 
At iter 3840/8116, epoch 1, the losses are 4.435 (train). the base losses are 103.162 (train). The time used is 162.175s. 
At iter 3850/8116, epoch 1, the losses are 4.448 (train). the base losses are 103.317 (train). The time used is 162.150s. 
At iter 3850/8116, epoch 1, the losses are 4.581 (test). the base losses are 105.437 (test). 
At iter 3860/8116, epoch 1, the losses are 4.442 (train). the base losses are 103.290 (train). The time used is 163.394s. 
At iter 3870/8116, epoch 1, the losses are 4.431 (train). the base losses are 103.215 (train). The time used is 153.693s. 
At iter 3880/8116, epoch 1, the losses are 4.433 (train). the base losses are 103.250 (train). The time used is 162.953s. 
At iter 3890/8116, epoch 1, the losses are 4.445 (train). the base losses are 102.979 (train). The time used is 162.363s. 
At iter 3900/8116, epoch 1, the losses are 4.439 (train). the base losses are 103.163 (train). The time used is 156.741s. 
At iter 3900/8116, epoch 1, the losses are 4.589 (test). the base losses are 106.747 (test). 
At iter 3910/8116, epoch 1, the losses are 4.418 (train). the base losses are 103.568 (train). The time used is 176.664s. 
At iter 3920/8116, epoch 1, the losses are 4.451 (train). the base losses are 103.309 (train). The time used is 168.243s. 
At iter 3930/8116, epoch 1, the losses are 4.440 (train). the base losses are 103.488 (train). The time used is 167.335s. 
At iter 3940/8116, epoch 1, the losses are 4.424 (train). the base losses are 102.727 (train). The time used is 160.038s. 
At iter 3950/8116, epoch 1, the losses are 4.458 (train). the base losses are 102.937 (train). The time used is 159.653s. 
At iter 3950/8116, epoch 1, the losses are 4.523 (test). the base losses are 105.472 (test). 
At iter 3960/8116, epoch 1, the losses are 4.451 (train). the base losses are 103.684 (train). The time used is 180.621s. 
At iter 3970/8116, epoch 1, the losses are 4.416 (train). the base losses are 103.441 (train). The time used is 166.974s. 
At iter 3980/8116, epoch 1, the losses are 4.440 (train). the base losses are 103.215 (train). The time used is 171.857s. 
At iter 3990/8116, epoch 1, the losses are 4.432 (train). the base losses are 103.585 (train). The time used is 152.837s. 
At iter 4000/8116, epoch 1, the losses are 4.427 (train). the base losses are 102.824 (train). The time used is 153.169s. 
At iter 4000/8116, epoch 1, the losses are 4.571 (test). the base losses are 105.132 (test). 
At iter 4010/8116, epoch 1, the losses are 4.431 (train). the base losses are 102.889 (train). The time used is 179.915s. 
At iter 4020/8116, epoch 1, the losses are 4.461 (train). the base losses are 103.609 (train). The time used is 162.967s. 
At iter 4030/8116, epoch 1, the losses are 4.436 (train). the base losses are 103.212 (train). The time used is 168.350s. 
At iter 4040/8116, epoch 1, the losses are 4.439 (train). the base losses are 103.527 (train). The time used is 162.031s. 
At iter 4050/8116, epoch 1, the losses are 4.434 (train). the base losses are 103.010 (train). The time used is 162.675s. 
At iter 4050/8116, epoch 1, the losses are 4.585 (test). the base losses are 106.126 (test). 
At iter 4060/8116, epoch 1, the losses are 4.425 (train). the base losses are 103.732 (train). The time used is 172.904s. 
At iter 4070/8116, epoch 1, the losses are 4.434 (train). the base losses are 103.249 (train). The time used is 161.395s. 
At iter 4080/8116, epoch 1, the losses are 4.442 (train). the base losses are 103.436 (train). The time used is 148.003s. 
At iter 4090/8116, epoch 1, the losses are 4.409 (train). the base losses are 103.144 (train). The time used is 168.965s. 
At iter 4100/8116, epoch 1, the losses are 4.416 (train). the base losses are 101.685 (train). The time used is 162.779s. 
At iter 4100/8116, epoch 1, the losses are 4.549 (test). the base losses are 105.987 (test). 
At iter 4110/8116, epoch 1, the losses are 4.414 (train). the base losses are 103.101 (train). The time used is 153.500s. 
At iter 4120/8116, epoch 1, the losses are 4.428 (train). the base losses are 102.859 (train). The time used is 161.452s. 
At iter 4130/8116, epoch 1, the losses are 4.435 (train). the base losses are 103.182 (train). The time used is 173.812s. 
At iter 4140/8116, epoch 1, the losses are 4.405 (train). the base losses are 103.189 (train). The time used is 166.183s. 
At iter 4150/8116, epoch 1, the losses are 4.425 (train). the base losses are 103.349 (train). The time used is 153.541s. 
At iter 4150/8116, epoch 1, the losses are 4.593 (test). the base losses are 103.948 (test). 
At iter 4160/8116, epoch 1, the losses are 4.430 (train). the base losses are 103.739 (train). The time used is 175.497s. 
At iter 4170/8116, epoch 1, the losses are 4.446 (train). the base losses are 103.634 (train). The time used is 161.587s. 
At iter 4180/8116, epoch 1, the losses are 4.436 (train). the base losses are 103.548 (train). The time used is 167.834s. 
At iter 4190/8116, epoch 1, the losses are 4.422 (train). the base losses are 103.153 (train). The time used is 175.289s. 
At iter 4200/8116, epoch 1, the losses are 4.409 (train). the base losses are 102.845 (train). The time used is 159.826s. 
At iter 4200/8116, epoch 1, the losses are 4.532 (test). the base losses are 103.407 (test). 
At iter 4210/8116, epoch 1, the losses are 4.420 (train). the base losses are 103.312 (train). The time used is 172.402s. 
At iter 4220/8116, epoch 1, the losses are 4.400 (train). the base losses are 102.568 (train). The time used is 168.624s. 
At iter 4230/8116, epoch 1, the losses are 4.416 (train). the base losses are 103.449 (train). The time used is 155.507s. 
At iter 4240/8116, epoch 1, the losses are 4.414 (train). the base losses are 103.158 (train). The time used is 161.512s. 
At iter 4250/8116, epoch 1, the losses are 4.424 (train). the base losses are 103.276 (train). The time used is 175.907s. 
At iter 4250/8116, epoch 1, the losses are 4.547 (test). the base losses are 105.499 (test). 
At iter 4260/8116, epoch 1, the losses are 4.394 (train). the base losses are 104.048 (train). The time used is 159.625s. 
At iter 4270/8116, epoch 1, the losses are 4.398 (train). the base losses are 103.561 (train). The time used is 160.077s. 
At iter 4280/8116, epoch 1, the losses are 4.424 (train). the base losses are 103.202 (train). The time used is 150.638s. 
At iter 4290/8116, epoch 1, the losses are 4.429 (train). the base losses are 103.156 (train). The time used is 146.477s. 
At iter 4300/8116, epoch 1, the losses are 4.427 (train). the base losses are 103.217 (train). The time used is 156.245s. 
At iter 4300/8116, epoch 1, the losses are 4.519 (test). the base losses are 105.466 (test). 
At iter 4310/8116, epoch 1, the losses are 4.409 (train). the base losses are 103.014 (train). The time used is 172.112s. 
At iter 4320/8116, epoch 1, the losses are 4.426 (train). the base losses are 103.297 (train). The time used is 143.914s. 
At iter 4330/8116, epoch 1, the losses are 4.393 (train). the base losses are 103.179 (train). The time used is 174.759s. 
At iter 4340/8116, epoch 1, the losses are 4.418 (train). the base losses are 103.467 (train). The time used is 159.060s. 
At iter 4350/8116, epoch 1, the losses are 4.390 (train). the base losses are 102.466 (train). The time used is 155.231s. 
At iter 4350/8116, epoch 1, the losses are 4.541 (test). the base losses are 106.061 (test). 
At iter 4360/8116, epoch 1, the losses are 4.415 (train). the base losses are 103.203 (train). The time used is 172.283s. 
At iter 4370/8116, epoch 1, the losses are 4.434 (train). the base losses are 103.136 (train). The time used is 146.920s. 
At iter 4380/8116, epoch 1, the losses are 4.378 (train). the base losses are 103.352 (train). The time used is 167.789s. 
At iter 4390/8116, epoch 1, the losses are 4.411 (train). the base losses are 103.086 (train). The time used is 151.256s. 
At iter 4400/8116, epoch 1, the losses are 4.409 (train). the base losses are 102.691 (train). The time used is 155.257s. 
At iter 4400/8116, epoch 1, the losses are 4.448 (test). the base losses are 103.203 (test). 
At iter 4410/8116, epoch 1, the losses are 4.417 (train). the base losses are 102.697 (train). The time used is 159.646s. 
At iter 4420/8116, epoch 1, the losses are 4.417 (train). the base losses are 103.761 (train). The time used is 164.029s. 
At iter 4430/8116, epoch 1, the losses are 4.415 (train). the base losses are 102.906 (train). The time used is 154.556s. 
At iter 4440/8116, epoch 1, the losses are 4.405 (train). the base losses are 103.702 (train). The time used is 166.783s. 
At iter 4450/8116, epoch 1, the losses are 4.393 (train). the base losses are 103.091 (train). The time used is 179.073s. 
At iter 4450/8116, epoch 1, the losses are 4.520 (test). the base losses are 105.510 (test). 
At iter 4460/8116, epoch 1, the losses are 4.389 (train). the base losses are 103.379 (train). The time used is 171.313s. 
At iter 4470/8116, epoch 1, the losses are 4.404 (train). the base losses are 102.930 (train). The time used is 168.680s. 
At iter 4480/8116, epoch 1, the losses are 4.402 (train). the base losses are 102.950 (train). The time used is 150.859s. 
At iter 4490/8116, epoch 1, the losses are 4.421 (train). the base losses are 103.465 (train). The time used is 163.459s. 
At iter 4500/8116, epoch 1, the losses are 4.400 (train). the base losses are 102.657 (train). The time used is 169.036s. 
At iter 4500/8116, epoch 1, the losses are 4.504 (test). the base losses are 105.617 (test). 
At iter 4510/8116, epoch 1, the losses are 4.399 (train). the base losses are 103.150 (train). The time used is 175.426s. 
